query,position,name,place_id,formatted_address,rating,user_ratings_total,types,business_status,price_level,website,phone,domain
local moving company Jacksonville Florida,19,Marvelous Movers,ChIJ76f01WBK5IgRMDA-pd67EoQ,"9006 Marlee Rd, Jacksonville, FL 32222, United States",4.9,234,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,,(904) 885-2297,
local moving company Jacksonville Florida,20,Premier Movers,ChIJIS9lsDPN5YgRHbyweYKC_8k,"12574 Flagler Center Blvd Suite 129, Jacksonville, FL 32258, United States",5,53,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://premiermoversjax.com/,(904) 933-8850,premiermoversjax.com
Jacksonville local movers,1,Baymeadows Movers,ChIJe6OOhv7J5YgRNz8qLCyFq6E,"6419 Philips Hwy, Jacksonville, FL 32216, United States",4.6,347,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.baymeadowsmovers.com/?utm_source=GMB&utm_medium=organic,(904) 906-2963,www.baymeadowsmovers.com
Jacksonville local movers,2,1st Coast Express Movers,ChIJL4LroDbH5YgRL0JbEtKaqJY,"5592 Casavedra Ct, Jacksonville, FL 32244, United States",4.9,632,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://1stcoastexpress.com/,(904) 437-2894,1stcoastexpress.com
Jacksonville local movers,3,Undergrads Moving | Movers Jacksonville FL,ChIJt8kB4_Sx5YgRGzOPjmIUmto,"7331 Penrose St, Jacksonville, FL 32208, United States",4.9,140,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://undergrads.com/movers-jacksonville-fl/,(904) 906-5417,undergrads.com
Jacksonville local movers,4,All My Sons Moving & Storage,ChIJs8pWPyC55YgRwSdlUwWw_NY,"6805-1 Stuart Ln S, Jacksonville, FL 32254, United States",4.6,5137,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://www.allmysons.com/florida/jacksonville/index.aspx?utm_source=GMBlisting&utm_medium=organic&phone=904-299-1098,(904) 299-1098,www.allmysons.com
Jacksonville local movers,5,Two Men and a Truck Moving,ChIJkdR7EAm15YgRbYMovq367XA,"9450 Philips Hwy #1, Jacksonville, FL 32256, United States",4.6,839,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://twomenandatruck.com/movers/fl/jacksonville?utm_source=google&utm_medium=organic&utm_campaign=gmb,(904) 816-2039,twomenandatruck.com
Jacksonville local movers,6,"Helping Hands Express | Movers & Storage - Jacksonville, FL.",ChIJawiGepa55YgR7HD8fFSNWaU,"4212 Hwy Ave, Jacksonville, FL 32254, United States",4.9,287,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://www.helpinghandsexpressmovers.com/,(904) 777-8240,www.helpinghandsexpressmovers.com
Jacksonville local movers,7,1st Choice Movers,ChIJAecU0DvK5YgRQ8aK0iPL6NM,"8230 Baycenter Rd Ste. #4, Jacksonville, FL 32256, United States",4.4,447,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://wemovejax.com/,(904) 731-7223,wemovejax.com
Jacksonville local movers,8,First Coast Movers,ChIJQ9J92jFK5IgRMjH_xYoM5KA,"14521 Beach Blvd, Jacksonville, FL 32250, United States",4.8,321,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,http://www.firstcoastmover.com/,(904) 285-2426,www.firstcoastmover.com
Jacksonville local movers,9,Momma's Moving Company,ChIJ4WPEnwPL5YgRGudRJJ-i9Ow,"11232 St Johns Industrial Pkwy N #7, Jacksonville, FL 32246, United States",4.6,597,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://www.mommasmovingcompany.com/,(904) 696-6662,www.mommasmovingcompany.com
Jacksonville local movers,10,Helping Hands Movers Inc,ChIJy2Sl70bH5YgRxQmpAt9MJbY,"5215 Firestone Rd, Jacksonville, FL 32210, United States",4.8,275,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.helpinghandsmoversjaxfl.com/,(904) 777-8910,www.helpinghandsmoversjaxfl.com
Jacksonville local movers,11,Jaguar Moving,ChIJS-AjHq3L5YgRHPbmDDAT8BI,"6929 Beach Blvd STE 3, Jacksonville, FL 32216, United States",4.8,1097,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://jaguarmoving.com/,(904) 323-6978,jaguarmoving.com
Jacksonville local movers,12,Smooth Moves,ChIJq6qqqurq5YgRsCTa7x3OAOA,"907 6th Ave S, Jacksonville Beach, FL 32250, United States",4.9,590,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,http://smoothmovesfl.com/,(904) 626-1206,smoothmovesfl.com
Jacksonville local movers,13,Sunshine State Movers,ChIJ-aeqgf_CPk0R07ANtmhqxP4,"9838 Old Baymeadows Rd #280, Jacksonville, FL 32256, United States",4.9,47,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://sunshinestatemovers.org/,(904) 405-5598,sunshinestatemovers.org
Jacksonville local movers,14,Ocean Movers,ChIJg0i9yS_E5YgRfeuejRl6Ygc,"8601 Youngerman Ct, Jacksonville, FL 32244, United States",4.5,201,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,http://www.oceanmovers.net/,(904) 269-4430,www.oceanmovers.net
Jacksonville local movers,15,Bust Move Moving And Service,ChIJecnfm8zO5YgRRRFJ0gi3Cmc,"11439 San Jose Blvd, Jacksonville, FL 32223, United States",5,86,"['moving_company', 'storage', 'real_estate_agency', 'general_contractor', 'point_of_interest', 'establishment']",OPERATIONAL,,,(904) 502-4552,
Jacksonville local movers,16,Royal Moving and Storage of Jacksonville,ChIJA4h9bha05YgRII7-Iz_vBV4,"6825 Arlington Expy, Jacksonville, FL 32211, United States",4.8,1126,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://localmovers.net/,(904) 724-6683,localmovers.net
Jacksonville local movers,17,Bud Moving Company,ChIJ5RFW2om55YgRAH7PO2miCQw,"5039 Normandy Blvd, Jacksonville, FL 32205, United States",4.7,182,"['moving_company', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,,(904) 479-8283,
Jacksonville local movers,18,Skinner Moving & Storage - Jacksonville Movers,ChIJrVaC4vPJ5YgRCAE2R2lFM9o,"3771 San Jose Pl Suite 23, Jacksonville, FL 32257, United States",5,248,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://skinnermoving.com/,(904) 298-6915,skinnermoving.com
Jacksonville local movers,19,Premier Movers,ChIJD6vnYFvN5YgRNjJDe4GY0zs,"13893 Hanover Park Ct, Jacksonville, FL 32224, United States",4.8,265,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://premiermoversjax.com/fl/jacksonville-beach-movers/,(904) 666-0423,premiermoversjax.com
Jacksonville local movers,20,MoveBright Moving and Storage,ChIJ16bGRO7O5YgRkhv67OWgRi8,"11234 San Jose Blvd #3, Jacksonville, FL 32223, United States",5,792,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://movebrighttoday.com/?utm_campaign=gmb,(904) 707-6683,movebrighttoday.com
Jacksonville local moving companies,1,1st Coast Express Movers,ChIJL4LroDbH5YgRL0JbEtKaqJY,"5592 Casavedra Ct, Jacksonville, FL 32244, United States",4.9,632,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://1stcoastexpress.com/,(904) 437-2894,1stcoastexpress.com
Jacksonville local moving companies,2,"Helping Hands Express | Movers & Storage - Jacksonville, FL.",ChIJawiGepa55YgR7HD8fFSNWaU,"4212 Hwy Ave, Jacksonville, FL 32254, United States",4.9,287,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://www.helpinghandsexpressmovers.com/,(904) 777-8240,www.helpinghandsexpressmovers.com
Jacksonville local moving companies,3,Jaguar Moving,ChIJS-AjHq3L5YgRHPbmDDAT8BI,"6929 Beach Blvd STE 3, Jacksonville, FL 32216, United States",4.8,1097,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://jaguarmoving.com/,(904) 323-6978,jaguarmoving.com
Jacksonville local moving companies,4,Helping Hands Movers Inc,ChIJy2Sl70bH5YgRxQmpAt9MJbY,"5215 Firestone Rd, Jacksonville, FL 32210, United States",4.8,275,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.helpinghandsmoversjaxfl.com/,(904) 777-8910,www.helpinghandsmoversjaxfl.com
Jacksonville local moving companies,5,New Chapters Moving Co.,ChIJmT6pktht0wYRXRy686uwJt0,"5107 University Blvd W Suite 207, Jacksonville, FL 32216, United States",4.9,368,"['storage', 'moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://newchaptersmoving.com/?utm_source=google&utm_medium=GMB&utm_campaign=organic,(904) 643-2973,newchaptersmoving.com
Jacksonville local moving companies,6,All My Sons Moving & Storage,ChIJs8pWPyC55YgRwSdlUwWw_NY,"6805-1 Stuart Ln S, Jacksonville, FL 32254, United States",4.6,5137,"['storage', 'moving_company', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://www.allmysons.com/florida/jacksonville/index.aspx?utm_source=GMBlisting&utm_medium=organic&phone=904-299-1098,(904) 299-1098,www.allmysons.com
Jacksonville local moving companies,7,Baymeadows Movers,ChIJe6OOhv7J5YgRNz8qLCyFq6E,"6419 Philips Hwy, Jacksonville, FL 32216, United States",4.6,347,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.baymeadowsmovers.com/?utm_source=GMB&utm_medium=organic,(904) 906-2963,www.baymeadowsmovers.com
Jacksonville local moving companies,8,Undergrads Moving | Movers Jacksonville FL,ChIJt8kB4_Sx5YgRGzOPjmIUmto,"7331 Penrose St, Jacksonville, FL 32208, United States",4.9,140,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://undergrads.com/movers-jacksonville-fl/,(904) 906-5417,undergrads.com
Jacksonville local moving companies,9,Two Men and a Truck Moving,ChIJkdR7EAm15YgRbYMovq367XA,"9450 Philips Hwy #1, Jacksonville, FL 32256, United States",4.6,839,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://twomenandatruck.com/movers/fl/jacksonville?utm_source=google&utm_medium=organic&utm_campaign=gmb,(904) 816-2039,twomenandatruck.com
Jacksonville local moving companies,10,First Coast Movers,ChIJQ9J92jFK5IgRMjH_xYoM5KA,"14521 Beach Blvd, Jacksonville, FL 32250, United States",4.8,321,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,http://www.firstcoastmover.com/,(904) 285-2426,www.firstcoastmover.com
Jacksonville local moving companies,11,Royal Moving and Storage of Jacksonville,ChIJA4h9bha05YgRII7-Iz_vBV4,"6825 Arlington Expy, Jacksonville, FL 32211, United States",4.8,1126,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://localmovers.net/,(904) 724-6683,localmovers.net
Jacksonville local moving companies,12,1st Choice Movers,ChIJAecU0DvK5YgRQ8aK0iPL6NM,"8230 Baycenter Rd Ste. #4, Jacksonville, FL 32256, United States",4.4,447,"['storage', 'moving_company', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://wemovejax.com/,(904) 731-7223,wemovejax.com
Jacksonville local moving companies,13,Momma's Moving Company,ChIJ4WPEnwPL5YgRGudRJJ-i9Ow,"11232 St Johns Industrial Pkwy N #7, Jacksonville, FL 32246, United States",4.6,597,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://www.mommasmovingcompany.com/,(904) 696-6662,www.mommasmovingcompany.com
Jacksonville local moving companies,14,College Hunks Hauling Junk and Moving Jacksonville,ChIJVVVVVaW15YgRhaWaWlBdQZ8,"9836 Beach Blvd, Jacksonville, FL 32246, United States",4.8,2226,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.collegehunkshaulingjunk.com/jacksonville/?utm_source=GMB&utm_medium=organic&utm_campaign=fl-jacksonville-100,(904) 222-6180,www.collegehunkshaulingjunk.com
Jacksonville local moving companies,15,Smooth Moves,ChIJq6qqqurq5YgRsCTa7x3OAOA,"907 6th Ave S, Jacksonville Beach, FL 32250, United States",4.9,590,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,http://smoothmovesfl.com/,(904) 626-1206,smoothmovesfl.com
Jacksonville local moving companies,16,Skinner Moving & Storage - Jacksonville Movers,ChIJrVaC4vPJ5YgRCAE2R2lFM9o,"3771 San Jose Pl Suite 23, Jacksonville, FL 32257, United States",5,248,"['storage', 'moving_company', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://skinnermoving.com/,(904) 298-6915,skinnermoving.com
Jacksonville local moving companies,17,Premier Movers,ChIJD6vnYFvN5YgRNjJDe4GY0zs,"13893 Hanover Park Ct, Jacksonville, FL 32224, United States",4.8,265,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://premiermoversjax.com/fl/jacksonville-beach-movers/,(904) 666-0423,premiermoversjax.com
Jacksonville local moving companies,18,MoveBright Moving and Storage,ChIJ16bGRO7O5YgRkhv67OWgRi8,"11234 San Jose Blvd #3, Jacksonville, FL 32223, United States",5,792,"['storage', 'moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://movebrighttoday.com/?utm_campaign=gmb,(904) 707-6683,movebrighttoday.com
Jacksonville local moving companies,19,Bust Move Moving And Service,ChIJecnfm8zO5YgRRRFJ0gi3Cmc,"11439 San Jose Blvd, Jacksonville, FL 32223, United States",5,86,"['storage', 'moving_company', 'real_estate_agency', 'general_contractor', 'point_of_interest', 'establishment']",OPERATIONAL,,,(904) 502-4552,
Jacksonville local moving companies,20,Conser Moving And Storage Of Jacksonville,ChIJpfNHGhS55YgR2NnEzI3EWUI,"8451 Western Way, Jacksonville, FL 32256, United States",4.9,1160,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,http://www.consermoving.com/,(904) 786-0242,www.consermoving.com
Jacksonville local moving services,1,Two Men and a Truck Moving,ChIJkdR7EAm15YgRbYMovq367XA,"9450 Philips Hwy #1, Jacksonville, FL 32256, United States",4.6,839,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,https://twomenandatruck.com/movers/fl/jacksonville?utm_source=google&utm_medium=organic&utm_campaign=gmb,(904) 816-2039,twomenandatruck.com
Jacksonville local moving services,2,"Helping Hands Express | Movers & Storage - Jacksonville, FL.",ChIJawiGepa55YgR7HD8fFSNWaU,"4212 Hwy Ave, Jacksonville, FL 32254, United States",4.9,287,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.helpinghandsexpressmovers.com/,(904) 777-8240,www.helpinghandsexpressmovers.com
Jacksonville local moving services,3,Helping Hands Movers Inc,ChIJy2Sl70bH5YgRxQmpAt9MJbY,"5215 Firestone Rd, Jacksonville, FL 32210, United States",4.8,275,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.helpinghandsmoversjaxfl.com/,(904) 777-8910,www.helpinghandsmoversjaxfl.com
Jacksonville local moving services,4,1st Coast Express Movers,ChIJL4LroDbH5YgRL0JbEtKaqJY,"5592 Casavedra Ct, Jacksonville, FL 32244, United States",4.9,632,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://1stcoastexpress.com/,(904) 437-2894,1stcoastexpress.com
Jacksonville local moving services,5,Jaguar Moving,ChIJS-AjHq3L5YgRHPbmDDAT8BI,"6929 Beach Blvd STE 3, Jacksonville, FL 32216, United States",4.8,1097,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,https://jaguarmoving.com/,(904) 323-6978,jaguarmoving.com
Jacksonville local moving services,6,Undergrads Moving | Movers Jacksonville FL,ChIJt8kB4_Sx5YgRGzOPjmIUmto,"7331 Penrose St, Jacksonville, FL 32208, United States",4.9,140,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://undergrads.com/movers-jacksonville-fl/,(904) 906-5417,undergrads.com
Jacksonville local moving services,7,Baymeadows Movers,ChIJe6OOhv7J5YgRNz8qLCyFq6E,"6419 Philips Hwy, Jacksonville, FL 32216, United States",4.6,347,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.baymeadowsmovers.com/?utm_source=GMB&utm_medium=organic,(904) 906-2963,www.baymeadowsmovers.com
Jacksonville local moving services,8,All My Sons Moving & Storage,ChIJs8pWPyC55YgRwSdlUwWw_NY,"6805-1 Stuart Ln S, Jacksonville, FL 32254, United States",4.6,5137,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.allmysons.com/florida/jacksonville/index.aspx?utm_source=GMBlisting&utm_medium=organic&phone=904-299-1098,(904) 299-1098,www.allmysons.com
Jacksonville local moving services,9,Royal Moving and Storage of Jacksonville,ChIJA4h9bha05YgRII7-Iz_vBV4,"6825 Arlington Expy, Jacksonville, FL 32211, United States",4.8,1126,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,https://localmovers.net/,(904) 724-6683,localmovers.net
Jacksonville local moving services,10,Smooth Moves,ChIJq6qqqurq5YgRsCTa7x3OAOA,"907 6th Ave S, Jacksonville Beach, FL 32250, United States",4.9,590,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,http://smoothmovesfl.com/,(904) 626-1206,smoothmovesfl.com
Jacksonville local moving services,11,New Chapters Moving Co.,ChIJmT6pktht0wYRXRy686uwJt0,"5107 University Blvd W Suite 207, Jacksonville, FL 32216, United States",4.9,368,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://newchaptersmoving.com/?utm_source=google&utm_medium=GMB&utm_campaign=organic,(904) 643-2973,newchaptersmoving.com
Jacksonville local moving services,12,Premier Movers,ChIJIS9lsDPN5YgRHbyweYKC_8k,"12574 Flagler Center Blvd Suite 129, Jacksonville, FL 32258, United States",5,53,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://premiermoversjax.com/,(904) 933-8850,premiermoversjax.com
Jacksonville local moving services,13,First Coast Movers,ChIJQ9J92jFK5IgRMjH_xYoM5KA,"14521 Beach Blvd, Jacksonville, FL 32250, United States",4.8,321,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,http://www.firstcoastmover.com/,(904) 285-2426,www.firstcoastmover.com
Jacksonville local moving services,14,1st Choice Movers,ChIJAecU0DvK5YgRQ8aK0iPL6NM,"8230 Baycenter Rd Ste. #4, Jacksonville, FL 32256, United States",4.4,447,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,https://wemovejax.com/,(904) 731-7223,wemovejax.com
Jacksonville local moving services,15,College Hunks Hauling Junk and Moving Jacksonville,ChIJVVVVVaW15YgRhaWaWlBdQZ8,"9836 Beach Blvd, Jacksonville, FL 32246, United States",4.8,2226,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.collegehunkshaulingjunk.com/jacksonville/?utm_source=GMB&utm_medium=organic&utm_campaign=fl-jacksonville-100,(904) 222-6180,www.collegehunkshaulingjunk.com
Jacksonville local moving services,16,Marvelous Movers,ChIJ76f01WBK5IgRMDA-pd67EoQ,"9006 Marlee Rd, Jacksonville, FL 32222, United States",4.9,234,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,,(904) 885-2297,
Jacksonville local moving services,17,Bust Move Moving And Service,ChIJecnfm8zO5YgRRRFJ0gi3Cmc,"11439 San Jose Blvd, Jacksonville, FL 32223, United States",5,86,"['real_estate_agency', 'moving_company', 'general_contractor', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,,(904) 502-4552,
Jacksonville local moving services,18,Skinner Moving & Storage - Jacksonville Movers,ChIJrVaC4vPJ5YgRCAE2R2lFM9o,"3771 San Jose Pl Suite 23, Jacksonville, FL 32257, United States",5,248,"['moving_company', 'storage', 'store', 'point_of_interest', 'establishment']",OPERATIONAL,,https://skinnermoving.com/,(904) 298-6915,skinnermoving.com
Jacksonville local moving services,19,Premier Movers,ChIJD6vnYFvN5YgRNjJDe4GY0zs,"13893 Hanover Park Ct, Jacksonville, FL 32224, United States",4.8,265,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://premiermoversjax.com/fl/jacksonville-beach-movers/,(904) 666-0423,premiermoversjax.com
Jacksonville local moving services,20,Jax Pro Movers,ChIJqf1Facy35YgRnRrO8L8UoQg,"25 N Market St 1st Floor, Jacksonville, FL 32202, United States",5,57,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://jaxpromovers1.wixsite.com/jaxpromovers,(904) 357-0154,jaxpromovers1.wixsite.com
Jacksonville local moving company,1,Two Men and a Truck Moving,ChIJkdR7EAm15YgRbYMovq367XA,"9450 Philips Hwy #1, Jacksonville, FL 32256, United States",4.6,839,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://twomenandatruck.com/movers/fl/jacksonville?utm_source=google&utm_medium=organic&utm_campaign=gmb,(904) 816-2039,twomenandatruck.com
Jacksonville local moving company,2,Helping Hands Movers Inc,ChIJy2Sl70bH5YgRxQmpAt9MJbY,"5215 Firestone Rd, Jacksonville, FL 32210, United States",4.8,275,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.helpinghandsmoversjaxfl.com/,(904) 777-8910,www.helpinghandsmoversjaxfl.com
Jacksonville local moving company,3,Baymeadows Movers,ChIJe6OOhv7J5YgRNz8qLCyFq6E,"6419 Philips Hwy, Jacksonville, FL 32216, United States",4.6,347,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.baymeadowsmovers.com/?utm_source=GMB&utm_medium=organic,(904) 906-2963,www.baymeadowsmovers.com
Jacksonville local moving company,4,Jaguar Moving,ChIJS-AjHq3L5YgRHPbmDDAT8BI,"6929 Beach Blvd STE 3, Jacksonville, FL 32216, United States",4.8,1097,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://jaguarmoving.com/,(904) 323-6978,jaguarmoving.com
Jacksonville local moving company,5,"Helping Hands Express | Movers & Storage - Jacksonville, FL.",ChIJawiGepa55YgR7HD8fFSNWaU,"4212 Hwy Ave, Jacksonville, FL 32254, United States",4.9,287,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://www.helpinghandsexpressmovers.com/,(904) 777-8240,www.helpinghandsexpressmovers.com
Jacksonville local moving company,6,1st Coast Express Movers,ChIJL4LroDbH5YgRL0JbEtKaqJY,"5592 Casavedra Ct, Jacksonville, FL 32244, United States",4.9,632,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://1stcoastexpress.com/,(904) 437-2894,1stcoastexpress.com
Jacksonville local moving company,7,All My Sons Moving & Storage,ChIJs8pWPyC55YgRwSdlUwWw_NY,"6805-1 Stuart Ln S, Jacksonville, FL 32254, United States",4.6,5137,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://www.allmysons.com/florida/jacksonville/index.aspx?utm_source=GMBlisting&utm_medium=organic&phone=904-299-1098,(904) 299-1098,www.allmysons.com
Jacksonville local moving company,8,Royal Moving and Storage of Jacksonville,ChIJA4h9bha05YgRII7-Iz_vBV4,"6825 Arlington Expy, Jacksonville, FL 32211, United States",4.8,1126,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://localmovers.net/,(904) 724-6683,localmovers.net
Jacksonville local moving company,9,New Chapters Moving Co.,ChIJmT6pktht0wYRXRy686uwJt0,"5107 University Blvd W Suite 207, Jacksonville, FL 32216, United States",4.9,368,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://newchaptersmoving.com/?utm_source=google&utm_medium=GMB&utm_campaign=organic,(904) 643-2973,newchaptersmoving.com
Jacksonville local moving company,10,Undergrads Moving | Movers Jacksonville FL,ChIJt8kB4_Sx5YgRGzOPjmIUmto,"7331 Penrose St, Jacksonville, FL 32208, United States",4.9,140,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://undergrads.com/movers-jacksonville-fl/,(904) 906-5417,undergrads.com
Jacksonville local moving company,11,Smooth Moves,ChIJq6qqqurq5YgRsCTa7x3OAOA,"907 6th Ave S, Jacksonville Beach, FL 32250, United States",4.9,590,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,http://smoothmovesfl.com/,(904) 626-1206,smoothmovesfl.com
Jacksonville local moving company,12,First Coast Movers,ChIJQ9J92jFK5IgRMjH_xYoM5KA,"14521 Beach Blvd, Jacksonville, FL 32250, United States",4.8,321,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,http://www.firstcoastmover.com/,(904) 285-2426,www.firstcoastmover.com
Jacksonville local moving company,13,College Hunks Hauling Junk and Moving Jacksonville,ChIJVVVVVaW15YgRhaWaWlBdQZ8,"9836 Beach Blvd, Jacksonville, FL 32246, United States",4.8,2226,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://www.collegehunkshaulingjunk.com/jacksonville/?utm_source=GMB&utm_medium=organic&utm_campaign=fl-jacksonville-100,(904) 222-6180,www.collegehunkshaulingjunk.com
Jacksonville local moving company,14,1st Choice Movers,ChIJAecU0DvK5YgRQ8aK0iPL6NM,"8230 Baycenter Rd Ste. #4, Jacksonville, FL 32256, United States",4.4,447,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://wemovejax.com/,(904) 731-7223,wemovejax.com
Jacksonville local moving company,15,Bud Moving Company,ChIJ5RFW2om55YgRAH7PO2miCQw,"5039 Normandy Blvd, Jacksonville, FL 32205, United States",4.7,182,"['moving_company', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,,(904) 479-8283,
Jacksonville local moving company,16,Momma's Moving Company,ChIJ4WPEnwPL5YgRGudRJJ-i9Ow,"11232 St Johns Industrial Pkwy N #7, Jacksonville, FL 32246, United States",4.6,597,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,http://www.mommasmovingcompany.com/,(904) 696-6662,www.mommasmovingcompany.com
Jacksonville local moving company,17,Skinner Moving & Storage - Jacksonville Movers,ChIJrVaC4vPJ5YgRCAE2R2lFM9o,"3771 San Jose Pl Suite 23, Jacksonville, FL 32257, United States",5,248,"['moving_company', 'storage', 'point_of_interest', 'store', 'establishment']",OPERATIONAL,,https://skinnermoving.com/,(904) 298-6915,skinnermoving.com
Jacksonville local moving company,18,Premier Movers,ChIJD6vnYFvN5YgRNjJDe4GY0zs,"13893 Hanover Park Ct, Jacksonville, FL 32224, United States",4.8,265,"['moving_company', 'point_of_interest', 'establishment']",OPERATIONAL,,https://premiermoversjax.com/fl/jacksonville-beach-movers/,(904) 666-0423,premiermoversjax.com
Jacksonville local moving company,19,Premier Movers,ChIJIS9lsDPN5YgRHbyweYKC_8k,"12574 Flagler Center Blvd Suite 129, Jacksonville, FL 32258, United States",5,53,"['moving_company', 'storage', 'point_of_interest', 'establishment']",OPERATIONAL,,https://premiermoversjax.com/,(904) 933-8850,premiermoversjax.com
