Search keyword
All time
Search keyword,Search keyword status,Search keyword status reasons,Search keyword match type,Campaign,Ad group,Currency code,Keyword max CPC,Clicks,Impr.,CTR,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate,Avg. CPM
bulk glassware packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
bulk packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy dish packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy glassware packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy high quality packing tape,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy packing supplies for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
buy packing supplies online,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cardboard boxes near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cardboard moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
cheap packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
china packing boxes near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
china packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
commercial moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
commercial packing items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
custom boxes for fragile items,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
custom dish packing options,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
custom glassware packing solutions,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
custom packing solutions,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish boxes for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish boxes with padding,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish bubble wrap packing,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish pack boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish pack for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish pack moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish pack moving supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish packaging,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish packing kits for shipping,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish packing materials for sale,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish packing service reviews,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish packing solutions for movers,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish packing tape for secure sealing,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
dish protection packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
durable moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
eco friendly packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
efficient packing items tips,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
environmentally friendly glassware packing,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
essential moving supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
essential packing items checklist,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
essential packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
expert packing services,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
flat moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
flat pack boxes for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
fragile item packing materials,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
fragile item protection supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
fragile items packing service,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
fragile items packing techniques,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
fragile packaging,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
fragile packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
fragile packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glass moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glass packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware moving protection materials,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing for long distance moves,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing for shipping,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing for storage,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing kits for moving,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing service reviews,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing tape,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
glassware packing tips and tricks,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
good quality moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
good quality packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality box packing solutions,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality dish box packaging,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,dish,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality moving blankets,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing assistance services,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing for long distance moves,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing material for fragile items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing services near me,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing solutions for moving,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing supply kits,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality packing wraps for storage,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high quality protective packaging materials,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,high quality,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
high strength packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
how to pack valuable items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
large bubble wrap for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
large moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
large moving boxes near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
large packing boxes for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
large packing boxes near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
large packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
local packing company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
local packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
move on tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving and packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving and packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving and packing supplies near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving bags and boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and bags,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and packing supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and packing tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and supplies near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes and tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes for fragile items,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes for glassware,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes on sale near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes package,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes packages,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes services,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes set,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes supplies near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes wardrobe,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving boxes with lids,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving company boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving company with boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving materials near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving out boxes near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving packaging,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving protection supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving supplies boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving supplies near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving supply company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving tape for boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
moving tape near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
online fragile item packing supplies,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
ordering boxes for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pack and move boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pack moving boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
pack supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packaging boxes,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packaging materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packaging near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packaging padding,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packaging,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing and moving company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing assistance company,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing boxes and bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing boxes and materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing boxes and tape,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,tape,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing boxes for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing boxes for moving near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,moving boxes,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing boxes near me,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,near,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing boxes supplies,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing supplies,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing bubble wrap,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,bubble wrap,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing company,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing company deals,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,company,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing for glassware,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing for sensitive items,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing fragile items checklist,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing fragile items for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing fragile items safely,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,fragile items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing glassware,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,glassware packing,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing items,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing items delivery service,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing items for electronics,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing items for fragile belongings,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing items for long distance moves,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing items for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing items with insurance,Not eligible,rarely served; campaign paused,Exact match,OTTO - Ads - Packing Services,packing items,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing materials,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing materials for fragile items,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing materials for moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
packing materials moving,Not eligible,campaign paused,Exact match,OTTO - Ads - Packing Services,packing materials,USD,0.01,0,0,0,0,0.00,0,0,0.00,0,0,0,0
